132,142 131,137
262,110 267,102
183,300 184,302
162,334 162,338
401,114 414,104
438,97 456,85
180,35 180,23
387,237 399,236
336,245 343,245
296,447 309,467
396,467 423,493
373,444 395,463
225,413 231,427
161,415 161,428
280,256 283,257
160,429 160,445
309,471 327,497
321,339 328,342
434,230 453,228
231,428 238,444
164,197 163,195
