148,440 178,444
178,421 202,408
171,413 195,405
140,318 159,336
157,132 153,184
239,343 243,322
219,319 226,319
235,185 221,208
258,266 248,258
344,277 322,255
399,215 354,194
400,377 385,310
415,462 408,357
390,575 418,483
212,519 251,509
88,543 137,567
100,422 134,429
112,268 131,301
119,179 129,229
